instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name
361.0,2011-12-27,1.0,0.0,12.0,0.0,2.0,1.0,2.0,0.325,0.327633,0.7625,0.18845,103.0,1059.0,1162.0,Spring
362.0,2011-12-28,1.0,0.0,12.0,0.0,3.0,1.0,1.0,0.29913,0.279974,0.503913,0.293961,255.0,2047.0,2302.0,Spring
363.0,2011-12-29,1.0,0.0,12.0,0.0,4.0,1.0,1.0,0.248333,0.263892,0.574167,0.119412,254.0,2169.0,2423.0,Spring
364.0,2011-12-30,1.0,0.0,12.0,0.0,5.0,1.0,1.0,0.311667,0.318812,0.636667,0.134337,491.0,2508.0,2999.0,Spring
365.0,2011-12-31,1.0,0.0,12.0,0.0,6.0,0.0,1.0,0.41,0.414121,0.615833,0.220154,665.0,1820.0,2485.0,Spring
366.0,2012-01-01,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.37,0.375621,0.6925,0.192167,686.0,1608.0,2294.0,Spring
367.0,2012-01-02,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.273043,0.252304,0.381304,0.329665,244.0,1707.0,1951.0,Spring
368.0,2012-01-03,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.15,0.126275,0.44125,0.365671,89.0,2147.0,2236.0,Spring
369.0,2012-01-04,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.1075,0.119337,0.414583,0.1847,95.0,2273.0,2368.0,Spring
370.0,2012-01-05,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.265833,0.278412,0.524167,0.129987,140.0,3132.0,3272.0,Spring
371.0,2012-01-06,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.334167,0.340267,0.542083,0.167908,307.0,3791.0,4098.0,Spring
372.0,2012-01-07,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.393333,0.390779,0.531667,0.174758,1070.0,3451.0,4521.0,Spring
373.0,2012-01-08,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3375,0.340258,0.465,0.191542,599.0,2826.0,3425.0,Spring
374.0,2012-01-09,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.224167,0.247479,0.701667,0.0989,106.0,2270.0,2376.0,Spring
375.0,2012-01-10,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.308696,0.318826,0.646522,0.187552,173.0,3425.0,3598.0,Spring
376.0,2012-01-11,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.274167,0.282821,0.8475,0.131221,92.0,2085.0,2177.0,Spring
377.0,2012-01-12,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.3825,0.381938,0.802917,0.180967,269.0,3828.0,4097.0,Spring
378.0,2012-01-13,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.274167,0.249362,0.5075,0.378108,174.0,3040.0,3214.0,Spring
379.0,2012-01-14,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.18,0.183087,0.4575,0.187183,333.0,2160.0,2493.0,Spring
380.0,2012-01-15,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.166667,0.161625,0.419167,0.251258,284.0,2027.0,2311.0,Spring
381.0,2012-01-16,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19,0.190663,0.5225,0.231358,217.0,2081.0,2298.0,Spring
382.0,2012-01-17,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.373043,0.364278,0.716087,0.34913,127.0,2808.0,2935.0,Spring
383.0,2012-01-18,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.303333,0.275254,0.443333,0.38061125,109.0,3267.0,3376.0,Spring
384.0,2012-01-19,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.19,0.190038,0.4975,0.220158,130.0,3162.0,3292.0,Spring
385.0,2012-01-20,1.0,1.0,1.0,0.0,5.0,1.0,2.0,0.2175,0.220958,0.45,0.20275,115.0,3048.0,3163.0,Spring
386.0,2012-01-21,1.0,1.0,1.0,0.0,6.0,0.0,2.0,0.173333,0.174875,0.83125,0.222642,67.0,1234.0,1301.0,Spring
387.0,2012-01-22,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.1625,0.16225,0.79625,0.199638,196.0,1781.0,1977.0,Spring
388.0,2012-01-23,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.218333,0.243058,0.91125,0.110708,145.0,2287.0,2432.0,Spring
389.0,2012-01-24,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.3425,0.349108,0.835833,0.123767,439.0,3900.0,4339.0,Spring
390.0,2012-01-25,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.294167,0.294821,0.64375,0.161071,467.0,3803.0,4270.0,Spring
391.0,2012-01-26,1.0,1.0,1.0,0.0,4.0,1.0,2.0,0.341667,0.35605,0.769583,0.0733958,244.0,3831.0,4075.0,Spring
392.0,2012-01-27,1.0,1.0,1.0,0.0,5.0,1.0,2.0,0.425,0.415383,0.74125,0.342667,269.0,3187.0,3456.0,Spring
393.0,2012-01-28,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.315833,0.326379,0.543333,0.210829,775.0,3248.0,4023.0,Spring
394.0,2012-01-29,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2825,0.272721,0.31125,0.24005,558.0,2685.0,3243.0,Spring
395.0,2012-01-30,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.269167,0.262625,0.400833,0.215792,126.0,3498.0,3624.0,Spring
396.0,2012-01-31,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.39,0.381317,0.416667,0.261817,324.0,4185.0,4509.0,Spring
397.0,2012-02-01,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.469167,0.466538,0.507917,0.189067,304.0,4275.0,4579.0,Spring
398.0,2012-02-02,1.0,1.0,2.0,0.0,4.0,1.0,2.0,0.399167,0.398971,0.672917,0.187187,190.0,3571.0,3761.0,Spring
399.0,2012-02-03,1.0,1.0,2.0,0.0,5.0,1.0,1.0,0.313333,0.309346,0.526667,0.178496,310.0,3841.0,4151.0,Spring
400.0,2012-02-04,1.0,1.0,2.0,0.0,6.0,0.0,2.0,0.264167,0.272725,0.779583,0.121896,384.0,2448.0,2832.0,Spring
401.0,2012-02-05,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.265833,0.264521,0.687917,0.175996,318.0,2629.0,2947.0,Spring
402.0,2012-02-06,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.282609,0.296426,0.622174,0.1538,206.0,3578.0,3784.0,Spring
403.0,2012-02-07,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.354167,0.361104,0.49625,0.147379,199.0,4176.0,4375.0,Spring
404.0,2012-02-08,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.256667,0.266421,0.722917,0.133721,109.0,2693.0,2802.0,Spring
405.0,2012-02-09,1.0,1.0,2.0,0.0,4.0,1.0,1.0,0.265,0.261988,0.562083,0.194037,163.0,3667.0,3830.0,Spring
406.0,2012-02-10,1.0,1.0,2.0,0.0,5.0,1.0,2.0,0.280833,0.293558,0.54,0.116929,227.0,3604.0,3831.0,Spring
407.0,2012-02-11,1.0,1.0,2.0,0.0,6.0,0.0,3.0,0.224167,0.210867,0.73125,0.289796,192.0,1977.0,2169.0,Spring
408.0,2012-02-12,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.1275,0.101658,0.464583,0.38061125,73.0,1456.0,1529.0,Spring
409.0,2012-02-13,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.2225,0.227913,0.41125,0.167283,94.0,3328.0,3422.0,Spring
410.0,2012-02-14,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.319167,0.333946,0.50875,0.141179,135.0,3787.0,3922.0,Spring
411.0,2012-02-15,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.348333,0.351629,0.53125,0.1816,141.0,4028.0,4169.0,Spring
412.0,2012-02-16,1.0,1.0,2.0,0.0,4.0,1.0,2.0,0.316667,0.330162,0.752917,0.091425,74.0,2931.0,3005.0,Spring
413.0,2012-02-17,1.0,1.0,2.0,0.0,5.0,1.0,1.0,0.343333,0.351629,0.634583,0.205846,349.0,3805.0,4154.0,Spring
414.0,2012-02-18,1.0,1.0,2.0,0.0,6.0,0.0,1.0,0.346667,0.355425,0.534583,0.190929,1435.0,2883.0,4318.0,Spring
415.0,2012-02-19,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.28,0.265788,0.515833,0.253112,618.0,2071.0,2689.0,Spring
416.0,2012-02-20,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.28,0.273391,0.507826,0.229083,502.0,2627.0,3129.0,Spring
417.0,2012-02-21,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.287826,0.295113,0.594348,0.205717,163.0,3614.0,3777.0,Spring
418.0,2012-02-22,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.395833,0.392667,0.567917,0.234471,394.0,4379.0,4773.0,Spring
419.0,2012-02-23,1.0,1.0,2.0,0.0,4.0,1.0,1.0,0.454167,0.444446,0.554583,0.190913,516.0,4546.0,5062.0,Spring
420.0,2012-02-24,1.0,1.0,2.0,0.0,5.0,1.0,2.0,0.4075,0.410971,0.7375,0.237567,246.0,3241.0,3487.0,Spring
421.0,2012-02-25,1.0,1.0,2.0,0.0,6.0,0.0,1.0,0.290833,0.255675,0.395833,0.38061125,317.0,2415.0,2732.0,Spring
422.0,2012-02-26,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.279167,0.268308,0.41,0.205229,515.0,2874.0,3389.0,Spring
423.0,2012-02-27,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.366667,0.357954,0.490833,0.268033,253.0,4069.0,4322.0,Spring
424.0,2012-02-28,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.359167,0.353525,0.395833,0.193417,229.0,4134.0,4363.0,Spring
425.0,2012-02-29,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.344348,0.34847,0.804783,0.179117,65.0,1769.0,1834.0,Spring
426.0,2012-03-01,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.485833,0.475371,0.615417,0.226987,325.0,4665.0,4990.0,Spring
427.0,2012-03-02,1.0,1.0,3.0,0.0,5.0,1.0,2.0,0.353333,0.359842,0.657083,0.144904,246.0,2948.0,3194.0,Spring
428.0,2012-03-03,1.0,1.0,3.0,0.0,6.0,0.0,2.0,0.414167,0.413492,0.62125,0.161079,956.0,3110.0,4066.0,Spring
429.0,2012-03-04,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.325833,0.303021,0.403333,0.334571,710.0,2713.0,3423.0,Spring
430.0,2012-03-05,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.243333,0.241171,0.50625,0.228858,203.0,3130.0,3333.0,Spring
431.0,2012-03-06,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.258333,0.255042,0.456667,0.200875,221.0,3735.0,3956.0,Spring
432.0,2012-03-07,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.404167,0.3851,0.513333,0.345779,432.0,4484.0,4916.0,Spring
433.0,2012-03-08,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.5275,0.524604,0.5675,0.38061125,486.0,4896.0,5382.0,Spring
434.0,2012-03-09,1.0,1.0,3.0,0.0,5.0,1.0,2.0,0.410833,0.397083,0.407083,0.38061125,447.0,4122.0,4569.0,Spring
435.0,2012-03-10,1.0,1.0,3.0,0.0,6.0,0.0,1.0,0.2875,0.277767,0.350417,0.22575,968.0,3150.0,4118.0,Spring
436.0,2012-03-11,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.361739,0.35967,0.476957,0.222587,1658.0,3253.0,4911.0,Spring
437.0,2012-03-12,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.466667,0.459592,0.489167,0.207713,838.0,4460.0,5298.0,Spring
438.0,2012-03-13,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.565,0.542929,0.6175,0.23695,762.0,5085.0,5847.0,Spring
439.0,2012-03-14,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.5725,0.548617,0.507083,0.115062,997.0,5315.0,6312.0,Spring
440.0,2012-03-15,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.5575,0.532825,0.579583,0.149883,1005.0,5187.0,6192.0,Spring
441.0,2012-03-16,1.0,1.0,3.0,0.0,5.0,1.0,2.0,0.435833,0.436229,0.842083,0.113192,548.0,3830.0,4378.0,Spring
442.0,2012-03-17,1.0,1.0,3.0,0.0,6.0,0.0,2.0,0.514167,0.505046,0.755833,0.110704,2266.75,4681.0,7836.0,Spring
443.0,2012-03-18,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.4725,0.464,0.81,0.126883,2207.0,3685.0,5892.0,Spring
444.0,2012-03-19,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.545,0.532821,0.72875,0.162317,982.0,5171.0,6153.0,Spring
445.0,2012-03-20,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.560833,0.538533,0.807917,0.121271,1051.0,5042.0,6093.0,Spring
446.0,2012-03-21,2.0,1.0,3.0,0.0,3.0,1.0,2.0,0.531667,0.513258,0.82125,0.0895583,1122.0,5108.0,6230.0,Summer
447.0,2012-03-22,2.0,1.0,3.0,0.0,4.0,1.0,1.0,0.554167,0.531567,0.83125,0.117562,1334.0,5537.0,6871.0,Summer
448.0,2012-03-23,2.0,1.0,3.0,0.0,5.0,1.0,2.0,0.601667,0.570067,0.694167,0.1163,2266.75,5893.0,8362.0,Summer
449.0,2012-03-24,2.0,1.0,3.0,0.0,6.0,0.0,2.0,0.5025,0.486733,0.885417,0.192783,1033.0,2339.0,3372.0,Summer
450.0,2012-03-25,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.4375,0.437488,0.880833,0.220775,1532.0,3464.0,4996.0,Summer
451.0,2012-03-26,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.445833,0.43875,0.477917,0.38061125,795.0,4763.0,5558.0,Summer
452.0,2012-03-27,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.323333,0.315654,0.29,0.187192,531.0,4571.0,5102.0,Summer
453.0,2012-03-28,2.0,1.0,3.0,0.0,3.0,1.0,1.0,0.484167,0.47095,0.48125,0.291671,674.0,5024.0,5698.0,Summer
454.0,2012-03-29,2.0,1.0,3.0,0.0,4.0,1.0,1.0,0.494167,0.482304,0.439167,0.31965,834.0,5299.0,6133.0,Summer
455.0,2012-03-30,2.0,1.0,3.0,0.0,5.0,1.0,2.0,0.37,0.375621,0.580833,0.138067,796.0,4663.0,5459.0,Summer
456.0,2012-03-31,2.0,1.0,3.0,0.0,6.0,0.0,2.0,0.424167,0.421708,0.738333,0.250617,2266.75,3934.0,6235.0,Summer
457.0,2012-04-01,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.425833,0.417287,0.67625,0.172267,2266.75,3694.0,6041.0,Summer
458.0,2012-04-02,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.433913,0.427513,0.504348,0.312139,1208.0,4728.0,5936.0,Summer
459.0,2012-04-03,2.0,1.0,4.0,0.0,2.0,1.0,1.0,0.466667,0.461483,0.396667,0.100133,1348.0,5424.0,6772.0,Summer
460.0,2012-04-04,2.0,1.0,4.0,0.0,3.0,1.0,1.0,0.541667,0.53345,0.469583,0.180975,1058.0,5378.0,6436.0,Summer
461.0,2012-04-05,2.0,1.0,4.0,0.0,4.0,1.0,1.0,0.435,0.431163,0.374167,0.219529,1192.0,5265.0,6457.0,Summer
462.0,2012-04-06,2.0,1.0,4.0,0.0,5.0,1.0,1.0,0.403333,0.390767,0.377083,0.300388,1807.0,4653.0,6460.0,Summer
463.0,2012-04-07,2.0,1.0,4.0,0.0,6.0,0.0,1.0,0.4375,0.426129,0.254167,0.274871,2266.75,3605.0,6857.0,Summer
464.0,2012-04-08,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.492425,0.275833,0.232596,2230.0,2939.0,5169.0,Summer
465.0,2012-04-09,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.489167,0.476638,0.3175,0.358196,905.0,4680.0,5585.0,Summer
466.0,2012-04-10,2.0,1.0,4.0,0.0,2.0,1.0,1.0,0.446667,0.436233,0.435,0.249375,819.0,5099.0,5918.0,Summer
467.0,2012-04-11,2.0,1.0,4.0,0.0,3.0,1.0,1.0,0.348696,0.337274,0.469565,0.295274,482.0,4380.0,4862.0,Summer
468.0,2012-04-12,2.0,1.0,4.0,0.0,4.0,1.0,1.0,0.3975,0.387604,0.46625,0.290429,663.0,4746.0,5409.0,Summer
469.0,2012-04-13,2.0,1.0,4.0,0.0,5.0,1.0,1.0,0.4425,0.431808,0.408333,0.155471,1252.0,5146.0,6398.0,Summer
470.0,2012-04-14,2.0,1.0,4.0,0.0,6.0,0.0,1.0,0.495,0.487996,0.502917,0.190917,2266.75,4665.0,7460.0,Summer
471.0,2012-04-15,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.606667,0.573875,0.507917,0.225129,2266.75,4286.0,7132.0,Summer
472.0,2012-04-16,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.664167,0.614925,0.561667,0.284829,1198.0,5172.0,6370.0,Summer
473.0,2012-04-17,2.0,1.0,4.0,0.0,2.0,1.0,1.0,0.608333,0.598487,0.390417,0.273629,989.0,5702.0,6691.0,Summer
474.0,2012-04-18,2.0,1.0,4.0,0.0,3.0,1.0,2.0,0.463333,0.457038,0.569167,0.167912,347.0,4020.0,4367.0,Summer
475.0,2012-04-19,2.0,1.0,4.0,0.0,4.0,1.0,1.0,0.498333,0.493046,0.6125,0.0659292,846.0,5719.0,6565.0,Summer
476.0,2012-04-20,2.0,1.0,4.0,0.0,5.0,1.0,1.0,0.526667,0.515775,0.694583,0.149871,1340.0,5950.0,7290.0,Summer
477.0,2012-04-21,2.0,1.0,4.0,0.0,6.0,0.0,1.0,0.57,0.542921,0.682917,0.283587,2266.75,4083.0,6624.0,Summer
478.0,2012-04-22,2.0,1.0,4.0,0.0,0.0,0.0,3.0,0.396667,0.389504,0.835417,0.344546,120.0,907.0,1027.0,Summer
479.0,2012-04-23,2.0,1.0,4.0,0.0,1.0,1.0,2.0,0.321667,0.301125,0.766667,0.303496,195.0,3019.0,3214.0,Summer
480.0,2012-04-24,2.0,1.0,4.0,0.0,2.0,1.0,1.0,0.413333,0.405283,0.454167,0.249383,518.0,5115.0,5633.0,Summer
481.0,2012-04-25,2.0,1.0,4.0,0.0,3.0,1.0,1.0,0.476667,0.470317,0.427917,0.118792,655.0,5541.0,6196.0,Summer
482.0,2012-04-26,2.0,1.0,4.0,0.0,4.0,1.0,2.0,0.498333,0.483583,0.756667,0.176625,475.0,4551.0,5026.0,Summer
483.0,2012-04-27,2.0,1.0,4.0,0.0,5.0,1.0,1.0,0.4575,0.452637,0.400833,0.347633,1014.0,5219.0,6233.0,Summer
484.0,2012-04-28,2.0,1.0,4.0,0.0,6.0,0.0,2.0,0.376667,0.377504,0.489583,0.129975,1120.0,3100.0,4220.0,Summer
485.0,2012-04-29,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.458333,0.450121,0.587083,0.116908,2229.0,4075.0,6304.0,Summer
486.0,2012-04-30,2.0,1.0,4.0,0.0,1.0,1.0,2.0,0.464167,0.457696,0.57,0.171638,665.0,4907.0,5572.0,Summer
487.0,2012-05-01,2.0,1.0,5.0,0.0,2.0,1.0,2.0,0.613333,0.577021,0.659583,0.156096,653.0,5087.0,5740.0,Summer
488.0,2012-05-02,2.0,1.0,5.0,0.0,3.0,1.0,1.0,0.564167,0.537896,0.797083,0.138058,667.0,5502.0,6169.0,Summer
489.0,2012-05-03,2.0,1.0,5.0,0.0,4.0,1.0,2.0,0.56,0.537242,0.768333,0.133696,764.0,5657.0,6421.0,Summer
490.0,2012-05-04,2.0,1.0,5.0,0.0,5.0,1.0,1.0,0.6275,0.590917,0.735417,0.162938,1069.0,5227.0,6296.0,Summer
491.0,2012-05-05,2.0,1.0,5.0,0.0,6.0,0.0,2.0,0.621667,0.584608,0.756667,0.152992,2266.75,4387.0,6883.0,Summer
492.0,2012-05-06,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.5625,0.546737,0.74,0.149879,2135.0,4224.0,6359.0,Summer
493.0,2012-05-07,2.0,1.0,5.0,0.0,1.0,1.0,2.0,0.5375,0.527142,0.664167,0.230721,1008.0,5265.0,6273.0,Summer
494.0,2012-05-08,2.0,1.0,5.0,0.0,2.0,1.0,2.0,0.581667,0.557471,0.685833,0.296029,738.0,4990.0,5728.0,Summer
495.0,2012-05-09,2.0,1.0,5.0,0.0,3.0,1.0,2.0,0.575,0.553025,0.744167,0.216412,620.0,4097.0,4717.0,Summer
496.0,2012-05-10,2.0,1.0,5.0,0.0,4.0,1.0,1.0,0.505833,0.491783,0.552083,0.314063,1026.0,5546.0,6572.0,Summer
497.0,2012-05-11,2.0,1.0,5.0,0.0,5.0,1.0,1.0,0.533333,0.520833,0.360417,0.236937,1319.0,5711.0,7030.0,Summer
498.0,2012-05-12,2.0,1.0,5.0,0.0,6.0,0.0,1.0,0.564167,0.544817,0.480417,0.123133,2266.75,4807.0,7429.0,Summer
499.0,2012-05-13,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.6125,0.585238,0.57625,0.225117,2172.0,3946.0,6118.0,Summer
500.0,2012-05-14,2.0,1.0,5.0,0.0,1.0,1.0,2.0,0.573333,0.5499,0.789583,0.212692,342.0,2501.0,2843.0,Summer
501.0,2012-05-15,2.0,1.0,5.0,0.0,2.0,1.0,2.0,0.611667,0.576404,0.794583,0.147392,625.0,4490.0,5115.0,Summer
502.0,2012-05-16,2.0,1.0,5.0,0.0,3.0,1.0,1.0,0.636667,0.595975,0.697917,0.122512,991.0,6433.0,7424.0,Summer
503.0,2012-05-17,2.0,1.0,5.0,0.0,4.0,1.0,1.0,0.593333,0.572613,0.52,0.229475,1242.0,6142.0,7384.0,Summer
504.0,2012-05-18,2.0,1.0,5.0,0.0,5.0,1.0,1.0,0.564167,0.551121,0.523333,0.136817,1521.0,6118.0,7639.0,Summer
505.0,2012-05-19,2.0,1.0,5.0,0.0,6.0,0.0,1.0,0.6,0.566908,0.45625,0.083975,2266.75,4884.0,8294.0,Summer
506.0,2012-05-20,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.620833,0.583967,0.530417,0.254367,2266.75,4425.0,7129.0,Summer
507.0,2012-05-21,2.0,1.0,5.0,0.0,1.0,1.0,2.0,0.598333,0.565667,0.81125,0.233204,630.0,3729.0,4359.0,Summer
508.0,2012-05-22,2.0,1.0,5.0,0.0,2.0,1.0,2.0,0.615,0.580825,0.765833,0.118167,819.0,5254.0,6073.0,Summer
509.0,2012-05-23,2.0,1.0,5.0,0.0,3.0,1.0,2.0,0.621667,0.584612,0.774583,0.102,766.0,4494.0,5260.0,Summer
510.0,2012-05-24,2.0,1.0,5.0,0.0,4.0,1.0,1.0,0.655,0.6067,0.716667,0.172896,1059.0,5711.0,6770.0,Summer
511.0,2012-05-25,2.0,1.0,5.0,0.0,5.0,1.0,1.0,0.68,0.627529,0.747083,0.14055,1417.0,5317.0,6734.0,Summer
512.0,2012-05-26,2.0,1.0,5.0,0.0,6.0,0.0,1.0,0.6925,0.642696,0.7325,0.198992,2266.75,3681.0,6536.0,Summer
513.0,2012-05-27,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.69,0.641425,0.697083,0.215171,2266.75,3308.0,6591.0,Summer
514.0,2012-05-28,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.7125,0.6793,0.67625,0.196521,2266.75,3486.0,6043.0,Summer
515.0,2012-05-29,2.0,1.0,5.0,0.0,2.0,1.0,1.0,0.7225,0.672992,0.684583,0.2954,880.0,4863.0,5743.0,Summer
516.0,2012-05-30,2.0,1.0,5.0,0.0,3.0,1.0,2.0,0.656667,0.611129,0.67,0.134329,745.0,6110.0,6855.0,Summer
517.0,2012-05-31,2.0,1.0,5.0,0.0,4.0,1.0,1.0,0.68,0.631329,0.492917,0.195279,1100.0,6238.0,7338.0,Summer
518.0,2012-06-01,2.0,1.0,6.0,0.0,5.0,1.0,2.0,0.654167,0.607962,0.755417,0.237563,533.0,3594.0,4127.0,Summer
519.0,2012-06-02,2.0,1.0,6.0,0.0,6.0,0.0,1.0,0.583333,0.566288,0.549167,0.186562,2266.75,5325.0,8120.0,Summer
520.0,2012-06-03,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.6025,0.575133,0.493333,0.184087,2266.75,5147.0,7641.0,Summer
521.0,2012-06-04,2.0,1.0,6.0,0.0,1.0,1.0,1.0,0.5975,0.578283,0.487083,0.284833,1071.0,5927.0,6998.0,Summer
522.0,2012-06-05,2.0,1.0,6.0,0.0,2.0,1.0,2.0,0.540833,0.525892,0.613333,0.209575,968.0,6033.0,7001.0,Summer
523.0,2012-06-06,2.0,1.0,6.0,0.0,3.0,1.0,1.0,0.554167,0.542292,0.61125,0.077125,1027.0,6028.0,7055.0,Summer
524.0,2012-06-07,2.0,1.0,6.0,0.0,4.0,1.0,1.0,0.6025,0.569442,0.567083,0.15735,1038.0,6456.0,7494.0,Summer
525.0,2012-06-08,2.0,1.0,6.0,0.0,5.0,1.0,1.0,0.649167,0.597862,0.467917,0.175383,1488.0,6248.0,7736.0,Summer
526.0,2012-06-09,2.0,1.0,6.0,0.0,6.0,0.0,1.0,0.710833,0.648367,0.437083,0.144287,2266.75,4790.0,7498.0,Summer
527.0,2012-06-10,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.726667,0.663517,0.538333,0.133721,2224.0,4374.0,6598.0,Summer
528.0,2012-06-11,2.0,1.0,6.0,0.0,1.0,1.0,2.0,0.720833,0.659721,0.587917,0.207713,1017.0,5647.0,6664.0,Summer
529.0,2012-06-12,2.0,1.0,6.0,0.0,2.0,1.0,2.0,0.653333,0.597875,0.833333,0.214546,477.0,4495.0,4972.0,Summer
530.0,2012-06-13,2.0,1.0,6.0,0.0,3.0,1.0,1.0,0.655833,0.611117,0.582083,0.343279,1173.0,6248.0,7421.0,Summer
531.0,2012-06-14,2.0,1.0,6.0,0.0,4.0,1.0,1.0,0.648333,0.624383,0.569583,0.253733,1180.0,6183.0,7363.0,Summer
532.0,2012-06-15,2.0,1.0,6.0,0.0,5.0,1.0,1.0,0.639167,0.599754,0.589583,0.176617,1563.0,6102.0,7665.0,Summer
533.0,2012-06-16,2.0,1.0,6.0,0.0,6.0,0.0,1.0,0.631667,0.594708,0.504167,0.166667,2266.75,4739.0,7702.0,Summer
534.0,2012-06-17,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.5925,0.571975,0.59875,0.144904,2266.75,4344.0,6978.0,Summer
535.0,2012-06-18,2.0,1.0,6.0,0.0,1.0,1.0,2.0,0.568333,0.544842,0.777917,0.174746,653.0,4446.0,5099.0,Summer
536.0,2012-06-19,2.0,1.0,6.0,0.0,2.0,1.0,1.0,0.688333,0.654692,0.69,0.148017,968.0,5857.0,6825.0,Summer
537.0,2012-06-20,2.0,1.0,6.0,0.0,3.0,1.0,1.0,0.7825,0.720975,0.592083,0.113812,872.0,5339.0,6211.0,Summer
538.0,2012-06-21,3.0,1.0,6.0,0.0,4.0,1.0,1.0,0.805833,0.752542,0.567917,0.118787,778.0,5127.0,5905.0,Fall
539.0,2012-06-22,3.0,1.0,6.0,0.0,5.0,1.0,1.0,0.7775,0.724121,0.57375,0.182842,964.0,4859.0,5823.0,Fall
540.0,2012-06-23,3.0,1.0,6.0,0.0,6.0,0.0,1.0,0.731667,0.652792,0.534583,0.179721,2266.75,4801.0,7458.0,Fall
