instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name
8327.0,4.0,0.0,12.0,14.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.49,0.2836,19.0,200.0,219.0,Fall
8328.0,4.0,0.0,12.0,15.0,0.0,0.0,0.0,1.0,0.32,0.303,0.45,0.2836,23.0,184.0,207.0,Fall
8329.0,4.0,0.0,12.0,16.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.48,0.2537,27.0,207.0,234.0,Fall
8330.0,4.0,0.0,12.0,17.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.46,0.1642,10.0,126.0,136.0,Fall
8331.0,4.0,0.0,12.0,18.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.45,0.194,15.0,123.0,138.0,Fall
8332.0,4.0,0.0,12.0,19.0,0.0,0.0,0.0,1.0,0.26,0.2727,0.52,0.1343,5.0,130.0,135.0,Fall
8333.0,4.0,0.0,12.0,20.0,0.0,0.0,0.0,1.0,0.24,0.2576,0.6,0.1045,10.0,94.0,104.0,Fall
8334.0,4.0,0.0,12.0,21.0,0.0,0.0,0.0,1.0,0.22,0.2727,0.64,0.0,9.0,80.0,89.0,Fall
8335.0,4.0,0.0,12.0,22.0,0.0,0.0,0.0,1.0,0.22,0.2273,0.75,0.194,2.0,47.0,49.0,Fall
8336.0,4.0,0.0,12.0,23.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.75,0.1045,6.0,31.0,37.0,Fall
8337.0,4.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,0.2,0.2273,0.75,0.0896,3.0,14.0,17.0,Fall
8338.0,4.0,0.0,12.0,1.0,0.0,1.0,1.0,1.0,0.18,0.2121,0.8,0.0896,3.0,8.0,11.0,Fall
8339.0,4.0,0.0,12.0,2.0,0.0,1.0,1.0,1.0,0.18,0.2121,0.8,0.0896,0.0,3.0,3.0,Fall
8340.0,4.0,0.0,12.0,3.0,0.0,1.0,1.0,1.0,0.16,0.197,0.86,0.0896,0.0,3.0,3.0,Fall
8341.0,4.0,0.0,12.0,4.0,0.0,1.0,1.0,1.0,0.16,0.1818,0.86,0.1343,0.0,4.0,4.0,Fall
8342.0,4.0,0.0,12.0,5.0,0.0,1.0,1.0,1.0,0.14,0.1667,0.93,0.1045,0.0,21.0,21.0,Fall
8343.0,4.0,0.0,12.0,6.0,0.0,1.0,1.0,1.0,0.16,0.1818,0.86,0.1045,0.0,68.0,68.0,Fall
8344.0,4.0,0.0,12.0,7.0,0.0,1.0,1.0,1.0,0.18,0.2121,0.74,0.1045,4.0,187.0,191.0,Fall
8345.0,4.0,0.0,12.0,8.0,0.0,1.0,1.0,1.0,0.2,0.197,0.75,0.194,8.0,389.0,397.0,Fall
8346.0,4.0,0.0,12.0,9.0,0.0,1.0,1.0,1.0,0.22,0.2121,0.69,0.2239,17.0,166.0,183.0,Fall
8347.0,4.0,0.0,12.0,10.0,0.0,1.0,1.0,1.0,0.24,0.2273,0.67,0.194,12.0,96.0,108.0,Fall
8348.0,4.0,0.0,12.0,11.0,0.0,1.0,1.0,1.0,0.26,0.2424,0.65,0.2537,22.0,105.0,127.0,Fall
8349.0,4.0,0.0,12.0,12.0,0.0,1.0,1.0,1.0,0.3,0.2727,0.61,0.3284,13.0,128.0,141.0,Fall
8350.0,4.0,0.0,12.0,13.0,0.0,1.0,1.0,1.0,0.34,0.303,0.49,0.3284,15.0,127.0,142.0,Fall
8351.0,4.0,0.0,12.0,14.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.46,0.2239,30.0,107.0,137.0,Fall
8352.0,4.0,0.0,12.0,15.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.46,0.1642,24.0,135.0,159.0,Fall
8353.0,4.0,0.0,12.0,16.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.4,0.2537,19.0,189.0,208.0,Fall
8354.0,4.0,0.0,12.0,17.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.46,0.194,16.0,362.0,378.0,Fall
8355.0,4.0,0.0,12.0,18.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.5,0.194,11.0,343.0,354.0,Fall
8356.0,4.0,0.0,12.0,19.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.53,0.1642,17.0,234.0,251.0,Fall
8357.0,4.0,0.0,12.0,20.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.4,0.1642,9.0,197.0,206.0,Fall
8358.0,4.0,0.0,12.0,21.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.53,0.1343,15.0,112.0,127.0,Fall
8359.0,4.0,0.0,12.0,22.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.57,0.1642,12.0,95.0,107.0,Fall
8360.0,4.0,0.0,12.0,23.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.53,0.1642,10.0,50.0,60.0,Fall
8361.0,4.0,0.0,12.0,0.0,0.0,2.0,1.0,1.0,0.36,0.3636,0.57,0.1045,0.0,21.0,21.0,Fall
8362.0,4.0,0.0,12.0,1.0,0.0,2.0,1.0,1.0,0.36,0.3788,0.53,0.0,0.0,6.0,6.0,Fall
8363.0,4.0,0.0,12.0,2.0,0.0,2.0,1.0,2.0,0.34,0.3636,0.61,0.0,1.0,10.0,11.0,Fall
8364.0,4.0,0.0,12.0,3.0,0.0,2.0,1.0,2.0,0.34,0.3636,0.61,0.0,1.0,1.0,2.0,Fall
8365.0,4.0,0.0,12.0,4.0,0.0,2.0,1.0,2.0,0.36,0.3636,0.53,0.1045,0.0,4.0,4.0,Fall
8366.0,4.0,0.0,12.0,5.0,0.0,2.0,1.0,2.0,0.36,0.3788,0.57,0.0,0.0,15.0,15.0,Fall
8367.0,4.0,0.0,12.0,6.0,0.0,2.0,1.0,2.0,0.36,0.3788,0.57,0.0,1.0,71.0,72.0,Fall
8368.0,4.0,0.0,12.0,7.0,0.0,2.0,1.0,2.0,0.36,0.3788,0.62,0.0,7.0,261.0,268.0,Fall
8369.0,4.0,0.0,12.0,8.0,0.0,2.0,1.0,2.0,0.42,0.4242,0.54,0.0896,10.0,422.0,432.0,Fall
8370.0,4.0,0.0,12.0,9.0,0.0,2.0,1.0,2.0,0.36,0.3788,0.66,0.0,14.0,245.0,259.0,Fall
8371.0,4.0,0.0,12.0,10.0,0.0,2.0,1.0,2.0,0.42,0.4242,0.58,0.194,20.0,109.0,129.0,Fall
8372.0,4.0,0.0,12.0,11.0,0.0,2.0,1.0,2.0,0.4,0.4091,0.62,0.1642,13.0,116.0,129.0,Fall
8373.0,4.0,0.0,12.0,12.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.54,0.1343,16.0,159.0,175.0,Fall
8374.0,4.0,0.0,12.0,13.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.54,0.1343,18.0,163.0,181.0,Fall
8375.0,4.0,0.0,12.0,14.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.58,0.1045,11.0,127.0,138.0,Fall
8376.0,4.0,0.0,12.0,15.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.54,0.0,15.0,139.0,154.0,Fall
8377.0,4.0,0.0,12.0,16.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.54,0.0,20.0,218.0,238.0,Fall
8378.0,4.0,0.0,12.0,17.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.62,0.1642,14.0,417.0,431.0,Fall
8379.0,4.0,0.0,12.0,18.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.66,0.194,26.0,385.0,411.0,Fall
8380.0,4.0,0.0,12.0,19.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.66,0.0,6.0,218.0,224.0,Fall
8381.0,4.0,0.0,12.0,20.0,0.0,2.0,1.0,1.0,0.36,0.3788,0.66,0.0,3.0,144.0,147.0,Fall
8382.0,4.0,0.0,12.0,21.0,0.0,2.0,1.0,1.0,0.36,0.3636,0.66,0.0896,4.0,139.0,143.0,Fall
8383.0,4.0,0.0,12.0,22.0,0.0,2.0,1.0,2.0,0.36,0.3788,0.66,0.0,3.0,104.0,107.0,Fall
8384.0,4.0,0.0,12.0,23.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.62,0.0,13.0,40.0,53.0,Fall
8385.0,1.0,0.0,12.0,0.0,0.0,3.0,1.0,2.0,0.34,0.3333,0.71,0.1343,7.0,18.0,25.0,Winter
8386.0,1.0,0.0,12.0,1.0,0.0,3.0,1.0,2.0,0.36,0.3636,0.66,0.1045,1.0,10.0,11.0,Winter
8387.0,1.0,0.0,12.0,2.0,0.0,3.0,1.0,2.0,0.36,0.3788,0.71,0.0,0.0,4.0,4.0,Winter
8388.0,1.0,0.0,12.0,3.0,0.0,3.0,1.0,2.0,0.36,0.3788,0.71,0.0,0.0,2.0,2.0,Winter
8389.0,1.0,0.0,12.0,4.0,0.0,3.0,1.0,2.0,0.36,0.3788,0.71,0.0,0.0,2.0,2.0,Winter
8390.0,1.0,0.0,12.0,5.0,0.0,3.0,1.0,2.0,0.38,0.3939,0.82,0.1045,0.0,28.0,28.0,Winter
8391.0,1.0,0.0,12.0,6.0,0.0,3.0,1.0,2.0,0.36,0.3788,0.87,0.0,1.0,75.0,76.0,Winter
8392.0,1.0,0.0,12.0,7.0,0.0,3.0,1.0,2.0,0.36,0.3636,0.87,0.1045,5.0,224.0,229.0,Winter
8393.0,1.0,0.0,12.0,8.0,0.0,3.0,1.0,3.0,0.36,0.3788,0.93,0.0,12.0,393.0,405.0,Winter
8394.0,1.0,0.0,12.0,9.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.87,0.2239,14.0,220.0,234.0,Winter
8395.0,1.0,0.0,12.0,10.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.82,0.4179,6.0,83.0,89.0,Winter
8396.0,1.0,0.0,12.0,11.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.82,0.4179,3.0,53.0,56.0,Winter
8397.0,1.0,0.0,12.0,12.0,0.0,3.0,1.0,3.0,0.46,0.4545,0.88,0.3881,3.0,58.0,61.0,Winter
8398.0,1.0,0.0,12.0,13.0,0.0,3.0,1.0,3.0,0.44,0.4394,0.94,0.2985,3.0,55.0,58.0,Winter
8399.0,1.0,0.0,12.0,14.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.88,0.3582,11.0,40.0,51.0,Winter
8400.0,1.0,0.0,12.0,15.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.88,0.3881,4.0,57.0,61.0,Winter
8401.0,1.0,0.0,12.0,16.0,0.0,3.0,1.0,3.0,0.44,0.4394,1.0,0.3284,6.0,95.0,101.0,Winter
8402.0,1.0,0.0,12.0,17.0,0.0,3.0,1.0,3.0,0.44,0.4394,1.0,0.3284,3.0,226.0,229.0,Winter
8403.0,1.0,0.0,12.0,18.0,0.0,3.0,1.0,2.0,0.44,0.4394,1.0,0.2985,2.0,278.0,280.0,Winter
8404.0,1.0,0.0,12.0,19.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.94,0.3284,9.0,200.0,209.0,Winter
8405.0,1.0,0.0,12.0,20.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.94,0.3582,5.0,162.0,167.0,Winter
8406.0,1.0,0.0,12.0,21.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.88,0.2836,9.0,114.0,123.0,Winter
8407.0,1.0,0.0,12.0,22.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.88,0.2537,3.0,102.0,105.0,Winter
8408.0,1.0,0.0,12.0,23.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.88,0.194,0.0,54.0,54.0,Winter
8409.0,1.0,0.0,12.0,0.0,0.0,4.0,1.0,2.0,0.5,0.4848,0.82,0.1045,3.0,24.0,27.0,Winter
8410.0,1.0,0.0,12.0,1.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.94,0.0896,0.0,15.0,15.0,Winter
8411.0,1.0,0.0,12.0,2.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.82,0.1045,1.0,10.0,11.0,Winter
8412.0,1.0,0.0,12.0,3.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.67,0.1642,0.0,6.0,6.0,Winter
8413.0,1.0,0.0,12.0,4.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.82,0.1343,0.0,3.0,3.0,Winter
8414.0,1.0,0.0,12.0,5.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.82,0.0,1.0,15.0,16.0,Winter
8415.0,1.0,0.0,12.0,6.0,0.0,4.0,1.0,1.0,0.36,0.3788,0.87,0.0,1.0,63.0,64.0,Winter
8416.0,1.0,0.0,12.0,7.0,0.0,4.0,1.0,1.0,0.34,0.3636,0.93,0.0,4.0,182.0,186.0,Winter
8417.0,1.0,0.0,12.0,8.0,0.0,4.0,1.0,2.0,0.36,0.3788,0.87,0.0,10.0,333.0,343.0,Winter
8418.0,1.0,0.0,12.0,9.0,0.0,4.0,1.0,2.0,0.38,0.3939,0.87,0.0896,10.0,218.0,228.0,Winter
8419.0,1.0,0.0,12.0,10.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.82,0.0896,13.0,128.0,141.0,Winter
8420.0,1.0,0.0,12.0,11.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.77,0.0,10.0,135.0,145.0,Winter
8421.0,1.0,0.0,12.0,12.0,0.0,4.0,1.0,2.0,0.48,0.4697,0.55,0.0,22.0,180.0,202.0,Winter
8422.0,1.0,0.0,12.0,13.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.63,0.0,21.0,167.0,188.0,Winter
8423.0,1.0,0.0,12.0,14.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.63,0.0,23.0,136.0,159.0,Winter
8424.0,1.0,0.0,12.0,15.0,0.0,4.0,1.0,2.0,0.48,0.4697,0.59,0.0,28.0,186.0,214.0,Winter
8425.0,1.0,0.0,12.0,16.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.63,0.0,30.0,226.0,256.0,Winter
8426.0,1.0,0.0,12.0,17.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.67,0.1642,24.0,332.0,356.0,Winter
8427.0,1.0,0.0,12.0,18.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.62,0.0896,11.0,277.0,288.0,Winter
8428.0,1.0,0.0,12.0,19.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.62,0.0,12.0,130.0,142.0,Winter
8429.0,1.0,0.0,12.0,20.0,0.0,4.0,1.0,3.0,0.42,0.4242,0.71,0.0,0.0,33.0,33.0,Winter
8430.0,1.0,0.0,12.0,21.0,0.0,4.0,1.0,3.0,0.42,0.4242,0.71,0.0,2.0,15.0,17.0,Winter
8431.0,1.0,0.0,12.0,22.0,0.0,4.0,1.0,3.0,0.36,0.3636,0.93,0.1045,0.0,17.0,17.0,Winter
8432.0,1.0,0.0,12.0,23.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.87,0.0,1.0,10.0,11.0,Winter
8433.0,1.0,0.0,12.0,0.0,0.0,5.0,1.0,3.0,0.4,0.4091,0.87,0.194,2.0,7.0,9.0,Winter
8434.0,1.0,0.0,12.0,1.0,0.0,5.0,1.0,3.0,0.4,0.4091,0.87,0.194,1.0,11.0,12.0,Winter
8435.0,1.0,0.0,12.0,2.0,0.0,5.0,1.0,3.0,0.38,0.3939,0.94,0.1343,1.0,12.0,13.0,Winter
8436.0,1.0,0.0,12.0,3.0,0.0,5.0,1.0,3.0,0.38,0.3939,0.94,0.1343,0.0,4.0,4.0,Winter
8437.0,1.0,0.0,12.0,4.0,0.0,5.0,1.0,3.0,0.38,0.3939,0.94,0.2836,0.0,2.0,2.0,Winter
8438.0,1.0,0.0,12.0,5.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.93,0.194,0.0,8.0,8.0,Winter
8439.0,1.0,0.0,12.0,6.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.82,0.2537,0.0,40.0,40.0,Winter
8440.0,1.0,0.0,12.0,7.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.82,0.2239,4.0,88.0,92.0,Winter
8441.0,1.0,0.0,12.0,8.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.76,0.2537,9.0,173.0,182.0,Winter
8442.0,1.0,0.0,12.0,9.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.66,0.2985,4.0,152.0,156.0,Winter
8443.0,1.0,0.0,12.0,10.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.62,0.3582,8.0,96.0,104.0,Winter
8444.0,1.0,0.0,12.0,11.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.58,0.4478,26.0,148.0,174.0,Winter
8445.0,1.0,0.0,12.0,12.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.54,0.4775,14.0,156.0,170.0,Winter
8446.0,1.0,0.0,12.0,13.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.5,0.4627,17.0,177.0,194.0,Winter
8447.0,1.0,0.0,12.0,14.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.54,0.4179,23.0,177.0,200.0,Winter
8448.0,1.0,0.0,12.0,15.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.54,0.3582,12.0,191.0,203.0,Winter
8449.0,1.0,0.0,12.0,16.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.5,0.2985,15.0,166.0,181.0,Winter
8450.0,1.0,0.0,12.0,17.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.53,0.2239,11.0,129.0,140.0,Winter
8451.0,1.0,0.0,12.0,18.0,0.0,5.0,1.0,1.0,0.36,0.3333,0.5,0.2537,4.0,91.0,95.0,Winter
8452.0,1.0,0.0,12.0,19.0,0.0,5.0,1.0,1.0,0.34,0.3333,0.53,0.194,1.0,75.0,76.0,Winter
8453.0,1.0,0.0,12.0,20.0,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.3284,3.0,47.0,50.0,Winter
8454.0,1.0,0.0,12.0,21.0,0.0,5.0,1.0,1.0,0.32,0.303,0.61,0.2239,0.0,32.0,32.0,Winter
8455.0,1.0,0.0,12.0,22.0,0.0,5.0,1.0,1.0,0.32,0.3182,0.66,0.194,4.0,43.0,47.0,Winter
8456.0,1.0,0.0,12.0,23.0,0.0,5.0,1.0,1.0,0.32,0.3333,0.66,0.1343,4.0,21.0,25.0,Winter
8457.0,1.0,0.0,12.0,0.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.7,0.1642,3.0,20.0,23.0,Winter
8458.0,1.0,0.0,12.0,1.0,0.0,6.0,0.0,2.0,0.32,0.3485,0.66,0.0,1.0,15.0,16.0,Winter
8459.0,1.0,0.0,12.0,2.0,0.0,6.0,0.0,2.0,0.32,0.3333,0.66,0.0896,4.0,22.0,26.0,Winter
8460.0,1.0,0.0,12.0,3.0,0.0,6.0,0.0,2.0,0.32,0.3333,0.7,0.0896,0.0,5.0,5.0,Winter
8461.0,1.0,0.0,12.0,4.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.66,0.1642,0.0,3.0,3.0,Winter
8462.0,1.0,0.0,12.0,5.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.66,0.1642,1.0,3.0,4.0,Winter
8463.0,1.0,0.0,12.0,6.0,0.0,6.0,0.0,2.0,0.3,0.303,0.75,0.1642,0.0,10.0,10.0,Winter
8464.0,1.0,0.0,12.0,7.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.7,0.3582,0.0,10.0,10.0,Winter
8465.0,1.0,0.0,12.0,8.0,0.0,6.0,0.0,1.0,0.28,0.2727,0.7,0.194,0.0,27.0,27.0,Winter
8466.0,1.0,0.0,12.0,9.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.45,0.4179,3.0,53.0,56.0,Winter
8467.0,1.0,0.0,12.0,10.0,0.0,6.0,0.0,1.0,0.3,0.2576,0.42,0.4775,4.0,52.0,56.0,Winter
8468.0,1.0,0.0,12.0,11.0,0.0,6.0,0.0,1.0,0.32,0.2879,0.39,0.3582,9.0,62.0,71.0,Winter
8469.0,1.0,0.0,12.0,12.0,0.0,6.0,0.0,1.0,0.34,0.3182,0.39,0.2836,15.0,79.0,94.0,Winter
8470.0,1.0,0.0,12.0,13.0,0.0,6.0,0.0,1.0,0.34,0.303,0.39,0.2985,24.0,97.0,121.0,Winter
8471.0,1.0,0.0,12.0,14.0,0.0,6.0,0.0,1.0,0.34,0.303,0.39,0.2985,15.0,70.0,85.0,Winter
8472.0,1.0,0.0,12.0,15.0,0.0,6.0,0.0,1.0,0.32,0.303,0.39,0.2239,15.0,82.0,97.0,Winter
8473.0,1.0,0.0,12.0,16.0,0.0,6.0,0.0,1.0,0.32,0.3182,0.42,0.194,25.0,74.0,99.0,Winter
8474.0,1.0,0.0,12.0,17.0,0.0,6.0,0.0,1.0,0.28,0.2879,0.45,0.1343,15.0,53.0,68.0,Winter
8475.0,1.0,0.0,12.0,18.0,0.0,6.0,0.0,1.0,0.3,0.3182,0.42,0.0896,2.0,33.0,35.0,Winter
8476.0,1.0,0.0,12.0,19.0,0.0,6.0,0.0,1.0,0.3,0.3182,0.52,0.0896,1.0,24.0,25.0,Winter
8477.0,1.0,0.0,12.0,20.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.56,0.1343,5.0,19.0,24.0,Winter
8478.0,1.0,0.0,12.0,21.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.56,0.1642,4.0,15.0,19.0,Winter
8479.0,1.0,0.0,12.0,22.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.52,0.0,8.0,12.0,20.0,Winter
8480.0,1.0,0.0,12.0,23.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.56,0.0,1.0,16.0,17.0,Winter
8481.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.24,0.2273,0.6,0.194,2.0,4.0,6.0,Winter
8482.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.22,0.2273,0.69,0.1343,2.0,2.0,4.0,Winter
8483.0,1.0,0.0,12.0,2.0,0.0,0.0,0.0,1.0,0.22,0.2576,0.75,0.0896,0.0,2.0,2.0,Winter
8484.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,1.0,0.22,0.2727,0.72,0.0,1.0,3.0,4.0,Winter
8485.0,1.0,0.0,12.0,5.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.75,0.1045,0.0,1.0,1.0,Winter
8486.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.75,0.1045,0.0,1.0,1.0,Winter
8487.0,1.0,0.0,12.0,7.0,0.0,0.0,0.0,1.0,0.22,0.2424,0.8,0.1045,0.0,4.0,4.0,Winter
8488.0,1.0,0.0,12.0,8.0,0.0,0.0,0.0,1.0,0.2,0.2121,0.8,0.1642,1.0,4.0,5.0,Winter
8489.0,1.0,0.0,12.0,9.0,0.0,0.0,0.0,1.0,0.24,0.2424,0.87,0.1642,3.0,20.0,23.0,Winter
8490.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,1.0,0.26,0.2424,0.81,0.2537,31.0,12.0,43.0,Winter
8491.0,1.0,0.0,12.0,11.0,0.0,0.0,0.0,1.0,0.3,0.303,0.7,0.1642,43.0,42.0,85.0,Winter
8492.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.75,0.2985,25.0,41.0,66.0,Winter
8493.0,1.0,0.0,12.0,13.0,0.0,0.0,0.0,1.0,0.32,0.303,0.7,0.2537,40.0,39.0,79.0,Winter
8494.0,1.0,0.0,12.0,14.0,0.0,0.0,0.0,1.0,0.34,0.3182,0.61,0.2537,41.0,45.0,86.0,Winter
8495.0,1.0,0.0,12.0,15.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.61,0.194,43.0,48.0,91.0,Winter
8496.0,1.0,0.0,12.0,16.0,0.0,0.0,0.0,1.0,0.36,0.3636,0.57,0.1045,35.0,51.0,86.0,Winter
8497.0,1.0,0.0,12.0,17.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.61,0.1343,11.0,33.0,44.0,Winter
8498.0,1.0,0.0,12.0,18.0,0.0,0.0,0.0,1.0,0.32,0.3182,0.7,0.194,7.0,23.0,30.0,Winter
8499.0,1.0,0.0,12.0,19.0,0.0,0.0,0.0,1.0,0.32,0.3333,0.57,0.1343,2.0,14.0,16.0,Winter
8500.0,1.0,0.0,12.0,20.0,0.0,0.0,0.0,1.0,0.32,0.3333,0.49,0.0896,8.0,18.0,26.0,Winter
8501.0,1.0,0.0,12.0,21.0,0.0,0.0,0.0,1.0,0.3,0.303,0.56,0.1343,4.0,15.0,19.0,Winter
8502.0,1.0,0.0,12.0,22.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.61,0.1642,2.0,15.0,17.0,Winter
8503.0,1.0,0.0,12.0,23.0,0.0,0.0,0.0,1.0,0.26,0.2727,0.65,0.1343,2.0,14.0,16.0,Winter
8504.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.22,0.2273,0.75,0.1642,5.0,6.0,11.0,Winter
8505.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.28,0.2727,0.56,0.194,3.0,7.0,10.0,Winter
8506.0,1.0,0.0,12.0,2.0,0.0,1.0,0.0,1.0,0.34,0.3182,0.46,0.2239,2.0,5.0,7.0,Winter
8507.0,1.0,0.0,12.0,4.0,0.0,1.0,0.0,1.0,0.34,0.303,0.46,0.2985,0.0,2.0,2.0,Winter
8508.0,1.0,0.0,12.0,5.0,0.0,1.0,0.0,1.0,0.34,0.303,0.42,0.3881,0.0,4.0,4.0,Winter
8509.0,1.0,0.0,12.0,6.0,0.0,1.0,0.0,1.0,0.32,0.303,0.45,0.2836,0.0,4.0,4.0,Winter
8510.0,1.0,0.0,12.0,7.0,0.0,1.0,0.0,1.0,0.32,0.3182,0.45,0.194,2.0,17.0,19.0,Winter
8511.0,1.0,0.0,12.0,8.0,0.0,1.0,0.0,1.0,0.32,0.3333,0.45,0.1343,5.0,13.0,18.0,Winter
8512.0,1.0,0.0,12.0,9.0,0.0,1.0,0.0,1.0,0.34,0.303,0.46,0.2985,24.0,38.0,62.0,Winter
8513.0,1.0,0.0,12.0,10.0,0.0,1.0,0.0,1.0,0.34,0.2879,0.42,0.4775,31.0,39.0,70.0,Winter
8514.0,1.0,0.0,12.0,11.0,0.0,1.0,0.0,1.0,0.34,0.2879,0.46,0.4775,40.0,51.0,91.0,Winter
8515.0,1.0,0.0,12.0,12.0,0.0,1.0,0.0,1.0,0.36,0.3182,0.43,0.4627,34.0,66.0,100.0,Winter
8516.0,1.0,0.0,12.0,13.0,0.0,1.0,0.0,1.0,0.38,0.3939,0.4,0.2985,57.0,83.0,140.0,Winter
8517.0,1.0,0.0,12.0,14.0,0.0,1.0,0.0,1.0,0.38,0.3939,0.4,0.3284,73.0,80.0,153.0,Winter
8518.0,1.0,0.0,12.0,15.0,0.0,1.0,0.0,1.0,0.38,0.3939,0.4,0.2537,26.0,105.0,131.0,Winter
8519.0,1.0,0.0,12.0,16.0,0.0,1.0,0.0,1.0,0.36,0.3333,0.43,0.2836,28.0,69.0,97.0,Winter
8520.0,1.0,0.0,12.0,17.0,0.0,1.0,0.0,1.0,0.34,0.3182,0.46,0.2239,30.0,67.0,97.0,Winter
8521.0,1.0,0.0,12.0,18.0,0.0,1.0,0.0,1.0,0.32,0.3333,0.49,0.0896,21.0,54.0,75.0,Winter
8522.0,1.0,0.0,12.0,19.0,0.0,1.0,0.0,1.0,0.3,0.3182,0.65,0.0896,16.0,49.0,65.0,Winter
8523.0,1.0,0.0,12.0,20.0,0.0,1.0,0.0,1.0,0.3,0.3182,0.56,0.0896,14.0,42.0,56.0,Winter
